Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
Algeria,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,
Algeria,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,"See notes for:  Gross domestic product, current prices (National currency).",580.18,612.513,634.746,653.077,675.691,700.951,730.74,763.365,2015
Algeria,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","14,517.93","15,026.46","15,281.55","15,429.70","15,681.72","15,980.31","16,380.97","16,842.84",2015
Algeria,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.505,0.511,0.501,0.487,0.475,0.467,0.46,0.454,2011
Algeria,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",28.598,28.729,30.592,30.979,31.265,31.7,32.226,32.654,2015
Algeria,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2001 Chain-weighted: Yes, from 2005 Primary domestic currency: Algerian dinar Data last updated: 04/2017",51.299,49,46.524,38.222,38.873,39.159,40.229,41.485,2015
Algeria,Gross national savings,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2001 Chain-weighted: Yes, from 2005 Primary domestic currency: Algerian dinar Data last updated: 04/2017",34.738,32.634,34.214,28.019,29.337,30.778,32.844,34.225,2015
Algeria,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2016 Harmonized prices: No Frequency of source data: Monthly Base year: 2001 Primary domestic currency: Algerian dinar Data last updated: 04/2017,172.653,183.699,192.517,200.795,208.827,217.18,225.867,234.902,2016
Algeria,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",4.784,6.398,4.8,4.3,4,4,4,4,2016
Algeria,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2016 Harmonized prices: No Frequency of source data: Monthly Base year: 2001 Primary domestic currency: Algerian dinar Data last updated: 04/2017,176.08,186.469,195.419,203.822,211.975,220.454,229.272,238.443,2016
Algeria,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",4.362,5.9,4.8,4.3,4,4,4,4,2016
Algeria,Six-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,
Algeria,Volume of imports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2016 Base year: 2005 Methodology used to derive volumes: Deflation by survey-based price indexes Chain-weighted: Yes, from 2005 Oil coverage: Hydrocarbons, related to the oil and gas sector Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Algerian dinar Data last updated: 04/2017",-7.507,-1.883,0.139,-5.644,-2.309,-3.09,-1.672,1.018,2016
Algeria,Volume of Imports of goods,Percent change,,"Source: Central Bank Latest actual data: 2016 Base year: 2005 Methodology used to derive volumes: Deflation by survey-based price indexes Chain-weighted: Yes, from 2005 Oil coverage: Hydrocarbons, related to the oil and gas sector Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Algerian dinar Data last updated: 04/2017",-7.507,-1.883,0.139,-5.644,-2.309,-3.09,-1.672,1.018,2016
Algeria,Volume of exports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2016 Base year: 2005 Methodology used to derive volumes: Deflation by survey-based price indexes Chain-weighted: Yes, from 2005 Oil coverage: Hydrocarbons, related to the oil and gas sector Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Algerian dinar Data last updated: 04/2017",5.733,10.111,-2.455,1.399,1.649,1.7,1.996,2.223,2016
Algeria,Volume of exports of goods,Percent change,,"Source: Central Bank Latest actual data: 2016 Base year: 2005 Methodology used to derive volumes: Deflation by survey-based price indexes Chain-weighted: Yes, from 2005 Oil coverage: Hydrocarbons, related to the oil and gas sector Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Algerian dinar Data last updated: 04/2017",1.755,7.883,-0.383,1.614,1.79,1.828,2.23,2.408,2016
Algeria,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2015 Employment type: Harmonized ILO definition Primary domestic currency: Algerian dinar Data last updated: 04/2017,11.214,10.498,11.692,13.235,14.521,15.636,16.552,17.442,2015
Algeria,Employment,Persons,Millions,,,,,,,,,,
Algeria,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2015 Primary domestic currency: Algerian dinar Data last updated: 04/2017,39.963,40.762,41.537,42.326,43.088,43.863,44.609,45.323,2015
Algeria,General government revenue,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2016 Fiscal assumptions: Projections for 2013?18 are based on IMF staff calculations Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government Primary domestic currency: Algerian dinar Data last updated: 04/2017,"5,104.74","5,099.26","6,529.23","6,142.09","6,365.52","6,676.23","7,062.32","7,465.14",2016
Algeria,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,30.766,28.978,33.624,30.358,30.132,30.045,29.99,29.948,2016
Algeria,General government total expenditure,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2016 Fiscal assumptions: Projections for 2013?18 are based on IMF staff calculations Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government Primary domestic currency: Algerian dinar Data last updated: 04/2017,"7,656.33","7,146.03","6,955.89","6,550.00","6,550.00","6,673.16","6,973.04","7,254.65",2016
Algeria,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,46.145,40.61,35.821,32.375,31.005,30.032,29.611,29.104,2016
Algeria,General government net lending/borrowing,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2016 Fiscal assumptions: Projections for 2013?18 are based on IMF staff calculations Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government Primary domestic currency: Algerian dinar Data last updated: 04/2017,"-2,551.60","-2,046.77",-426.654,-407.914,-184.478,3.068,89.282,210.495,2016
Algeria,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-15.379,-11.631,-2.197,-2.016,-0.873,0.014,0.379,0.844,2016
Algeria,General government structural balance,National currency,Billions,,,,,,,,,,
Algeria,General government structural balance,Percent of potential GDP,,,,,,,,,,,
Algeria,General government primary net lending/borrowing,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2016 Fiscal assumptions: Projections for 2013?18 are based on IMF staff calculations Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government Primary domestic currency: Algerian dinar Data last updated: 04/2017,"-2,647.75","-2,057.70",-487.315,-512.578,-287.307,-95.088,-8.088,104.225,2016
Algeria,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,-15.958,-11.694,-2.51,-2.534,-1.36,-0.428,-0.034,0.418,2016
Algeria,General government net debt,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2016 Fiscal assumptions: Projections for 2013?18 are based on IMF staff calculations Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government Primary domestic currency: Algerian dinar Data last updated: 04/2017,-611.948,"2,797.62","3,277.61","3,600.97","3,710.77","3,644.68","3,503.52","3,250.94",2016
Algeria,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,-3.688,15.898,16.879,17.798,17.565,16.402,14.878,13.042,2016
Algeria,General government gross debt,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2016 Fiscal assumptions: Projections for 2013?18 are based on IMF staff calculations Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government Primary domestic currency: Algerian dinar Data last updated: 04/2017,"1,461.90","3,582.08","3,359.61","3,600.97","3,710.77","3,644.68","3,503.52","3,355.94",2016
